date,Net Sales_YRLY,Other Income_YRLY,Total Income_YRLY,Expenditure_YRLY,Cost of Materials Consumed_YRLY,Finance Costs_YRLY,Other Expenses_YRLY,Purchases of stock-in-trade_YRLY,"Changes in inventories of finished goods, work-in-progress and stock-in-trade_YRLY",Employee benefit expense_YRLY,Depreciation and amortisation expense_YRLY,Profit (+)/ Loss (-) from Ordinary Activities before Tax_YRLY,Tax_YRLY,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax_YRLY,Net Profit_YRLY,Current tax_YRLY,Deferred tax_YRLY,Minority Interest_YRLY,Share of Profit & Loss of Asso_YRLY,Net Profit after Mino Inter & Share of P & L_YRLY,Any Other_YRLY,Income Attributable to Consolidated Group_YRLY,EPS after Extraordinary items (in Rs)_YRLY,Exceptional Item_YRLY,Profit after Interest but before Exceptional Items_YRLY,Net Profit Loss for the period from continuing operations_YRLY,Profit (loss) from discontinuing operations before tax_YRLY,Tax expense of discontinuing operations_YRLY,Net profit (loss) from discontinuing operation after tax_YRLY,Other Comprehensive Income Net of Taxes_YRLY,Any Other Comprehensive Item_YRLY,Total Comprehensive Income for the Period_YRLY,Total Amount of items that will not be reclassified to profit and loss_YRLY,Income tax relating to items that will not be reclassified to profit or loss_YRLY,Total Amount of items that will be reclassified to profit and loss_YRLY,Income tax relating to items that will be reclassified to profit or loss_YRLY,Net movement in regulatory deferral account balances_YRLY,Share of profit(loss) of associates and joint ventures_YRLY,Basic EPS for continuing operation_YRLY,Diluted EPS for continuing operation_YRLY,Basic for discontinued & continuing operation_YRLY,Diluted for discontinued & continuing operation_YRLY,_YRLY,basic_eps_YRLY,diluted_eps_YRLY,Basic for discontinued operation_YRLY,Diluted for discontinued operation_YRLY,Depreciation and amortisation expenses_YRLY,Excise Duty_YRLY,Employee benefits expenses_YRLY,Purchases of Stock in Trade_YRLY,"Change in Inventories of finished good, WIP & Stock in trade_YRLY",Comprehensive Income for the Period Attributable to Owners of Parent_YRLY,Prior Period Items_YRLY,Interest_YRLY,Reserves_YRLY,"Total Profit or Loss, Attributable to Non-Controlling Interests_YRLY",Basic & Diluted EPS before Extraordinary items_YRLY,Other Operating Income_YRLY,Profit before Interest and Exceptional Items_YRLY,Net Sales / Income from Operations_YRLY,Equity Capital_YRLY,"Profit from Operations before Other Income, Interest and Exceptional Items_YRLY",EPS before Extraordinary items (in Rs)_YRLY,Basic & Diluted EPS after Extraordinary items_YRLY,Extraordinary Items_YRLY,Employee Benefit Expenses_YRLY,"Profit or Loss, Attributable to Owners of Parent_YRLY",Cost of Investment In Sub_YRLY,Face Value (in Rs)_YRLY,Total Comprehensive Income for the Period Attributable to Owners of Parent Non-Controlling Interests_YRLY,Revenue From Operations_YRLY,"Changes in inventories of finished goods, wip and Stock-in-trade_YRLY",Depreciation_YRLY,Disposed of during the quarter_YRLY,Staff Cost_YRLY,Remaining unresolved at the end of the quarter_YRLY,Investor Complaints_YRLY,Pending at the beginning of the quarter_YRLY,Deferred Tax_YRLY,(Increase)/Decrease in Stock in Trade_YRLY,Purchase of Traded Goods_YRLY,Debt Equity Ratio_YRLY,Debt Service Coverage Ratio_YRLY,Debt Face Value_YRLY,Basic EPS after Extraordinary items_YRLY,Fringe Benefit Tax_YRLY,Other Expenditure_YRLY,Interest Service Coverage Ratio_YRLY,Percentage of Public Shareholding_YRLY,Received during the quarter_YRLY,Diluted EPS after Extraordinary items_YRLY,Number of Public Shareholding_YRLY,Paid up Debt Capital_YRLY,Current Tax_YRLY,Consumption of Raw Materials_YRLY,Debenture Redemption Reserve_YRLY,Debt Earning Per Share (EPS)_YRLY,(Increase) / Decrease In Stock In Trade & WIP_YRLY,Employees Cost_YRLY
2017-02-15,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-16,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-17,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-18,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-19,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-20,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-21,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-22,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-23,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-24,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-25,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-26,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-27,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-28,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-01,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-02,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-03,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-04,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-05,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-06,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-07,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-08,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-09,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-10,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-11,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-12,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-13,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-14,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-15,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-16,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-17,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-18,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-19,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-20,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-21,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-22,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-23,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-24,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-25,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-26,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-27,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-28,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-29,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-30,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,"3,912.13",34.88,"3,947.01","-3,650.14","-1,477.58",-9.80,-628.00,-568.32,-44.52,-606.74,,296.87,-92.19,204.68,208.39,-92.19,,0.00,0.00,208.39,0.00,208.39,,0.00,296.87,204.68,0.00,0.00,0.00,-12.41,0.00,195.98,0.00,0.00,0.00,0.00,0.00,3.71,,,1.32,1.32,Notes,1.32,1.32,,,-127.92,-187.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-01,"3,509.74",16.41,,"-3,293.14","-1,341.19",,-570.90,,,,-108.38,200.22,-63.31,136.90,136.90,,,0.00,0.00,136.90,0.00,136.90,,0.00,200.22,136.90,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,0.86,0.86,,,,,,-522.38,,-,0.00,-32.81,0.00,-,0.86,15.48,233.02,"3,494.26",158.46,216.61,,0.86,0.00,-656.68,-,0.00,1.00,-,,-93.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-02,"3,509.74",16.41,,"-3,293.14","-1,341.19",,-570.90,,,,-108.38,200.22,-63.31,136.90,136.90,,,0.00,0.00,136.90,0.00,136.90,,0.00,200.22,136.90,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,0.86,0.86,,,,,,-522.38,,-,0.00,-32.81,0.00,-,0.86,15.48,233.02,"3,494.26",158.46,216.61,,0.86,0.00,-656.68,-,0.00,1.00,-,,-93.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
