date,Net Sales_YRLY,Other Income_YRLY,Total Income_YRLY,Expenditure_YRLY,Cost of Materials Consumed_YRLY,Finance Costs_YRLY,Employee benefit expense_YRLY,"Changes in inventories of finished goods, work-in-progress and stock-in-trade_YRLY",Purchases of stock-in-trade_YRLY,Depreciation and amortisation expense_YRLY,Other Expenses_YRLY,Profit (+)/ Loss (-) from Ordinary Activities before Tax_YRLY,Tax_YRLY,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax_YRLY,Net Profit_YRLY,Current tax_YRLY,Deferred tax_YRLY,Minority Interest_YRLY,Share of Profit & Loss of Asso_YRLY,Net Profit after Mino Inter & Share of P & L_YRLY,Any Other_YRLY,Income Attributable to Consolidated Group_YRLY,EPS after Extraordinary items (in Rs)_YRLY,Exceptional Item_YRLY,Profit after Interest but before Exceptional Items_YRLY,Net Profit Loss for the period from continuing operations_YRLY,Profit (loss) from discontinuing operations before tax_YRLY,Tax expense of discontinuing operations_YRLY,Net profit (loss) from discontinuing operation after tax_YRLY,Other Comprehensive Income Net of Taxes_YRLY,Any Other Comprehensive Item_YRLY,Total Comprehensive Income for the Period_YRLY,Total Amount of items that will not be reclassified to profit and loss_YRLY,Income tax relating to items that will not be reclassified to profit or loss_YRLY,Total Amount of items that will be reclassified to profit and loss_YRLY,Income tax relating to items that will be reclassified to profit or loss_YRLY,Net movement in regulatory deferral account balances_YRLY,Share of profit(loss) of associates and joint ventures_YRLY,Basic EPS for continuing operation_YRLY,Diluted EPS for continuing operation_YRLY,Basic for discontinued & continuing operation_YRLY,Diluted for discontinued & continuing operation_YRLY,_YRLY,basic_eps_YRLY,diluted_eps_YRLY,Others_YRLY,Short/(Excess) Provision of Earlier Years_YRLY,Share of profit / (loss) from investment in associates_YRLY,Depreciation and amortisation expenses_YRLY,Employee benefits expenses_YRLY,Purchases of Stock in Trade_YRLY,"Changes in inventories of finished goods, Work in Progress and Stock in Trade_YRLY",Deferred tax liability / (asset)_YRLY,Revenue from Operations_YRLY
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2017-12-06,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2017-12-07,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2017-12-08,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2017-12-09,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2017-12-10,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2017-12-11,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2017-12-12,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2017-12-13,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2017-12-14,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2017-12-15,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2017-12-16,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2017-12-17,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2017-12-18,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2017-12-19,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2017-12-20,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2017-12-21,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2017-12-22,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2017-12-23,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2017-12-24,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2017-12-25,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2017-12-26,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2017-12-27,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2017-12-28,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2017-12-29,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2017-12-30,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2017-12-31,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2018-01-01,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2018-01-02,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2018-01-03,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2018-01-04,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2018-01-05,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2018-01-06,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2018-01-07,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2018-01-08,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2018-01-09,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2018-01-10,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2018-01-11,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2018-01-12,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2018-01-13,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2018-01-14,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2018-01-15,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2018-01-16,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2018-01-17,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2018-01-18,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2018-01-19,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2018-01-20,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2018-01-21,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2018-01-22,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2018-01-23,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2018-01-24,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2018-01-25,,-7.20,-42.30,"-1,777.30",,,,,
"32,835.70",418.00,"33,253.70","-30,348.40","-9,323.70",-240.20,"-7,358.80",-235.10,"-1,689.10",,"-9,681.90","2,905.30",-511.10,"2,394.20","2,394.20",-613.50,109.60,0.00,0.00,"2,394.20",0.00,"2,394.20",,0.00,"2,905.30","2,394.20",0.00,0.00,0.00,87.50,0.00,"2,481.70",0.00,0.00,0.00,0.00,0.00,0.00,,,18.97,18.97,Notes,18.97,18.97,2018-01-26,,-7.20,-42.30,"-1,777.30",,,,,
